Feat,Indi,Pais,CCod,ICod,Year,Value
"Educación de nivel secundario, alumnos en programas de educación general (% de mujeres)",Gender,Argentina,ARG,SE.SEC.ENRL.GC.FE.ZS,1992,61.61357420451385
"Inscripción escolar, nivel preprimario, varones (% bruto)",Gender,Argentina,ARG,SE.PRE.ENRR.MA,1992,55.325291853334846
"Inscripción escolar, nivel preprimario, mujeres (% bruto)",Gender,Argentina,ARG,SE.PRE.ENRR.FE,1992,61.54289830265658
Rentas totales de los recursos naturales (% del PIB),Environment,Argentina,ARG,NY.GDP.TOTL.RT.ZS,1992,1.1678179121696899
Rentas del petróleo (% del PIB),Environment,Argentina,ARG,NY.GDP.PETR.RT.ZS,1992,0.964505997465871
Renta del gas natural (% del PIB),Environment,Argentina,ARG,NY.GDP.NGAS.RT.ZS,1992,0.0971837803587896
Rentas mineras  (% del PIB),Environment,Argentina,ARG,NY.GDP.MINR.RT.ZS,1992,0.00835860970316793
Rentas forestales (% del PIB),Environment,Argentina,ARG,NY.GDP.FRST.RT.ZS,1992,0.0976869154475495
Ahorro ajustado: agotamiento de fuentes de energía (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DNGY.CD,1992,2000340417.35935
Ahorro ajustado: agotamiento de minerales (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DMIN.CD,1992,10520400.1117824
Ahorro ajustado: consumo de capital fijo (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DKAP.CD,1992,15490864689.3128
Ahorro ajustado: agotamiento neto de recursos forestales (US$ a precios actuales),Environment,Argentina,ARG,NY.ADJ.DFOR.CD,1992,156350428.569134
Ahorro ajustado: daño por emisión de dióxido de carbono (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DCO2.CD,1992,1190594882.68329
Ahorro ajustado: gasto en educación (% del INB),Environment,Argentina,ARG,NY.ADJ.AEDU.GN.ZS,1992,3.1
Producción pesquera total (toneladas métricas),Environment,Argentina,ARG,ER.FSH.PROD.MT,1992,745984.0
Producción de la pesca de captura (toneladas métricas),Environment,Argentina,ARG,ER.FSH.CAPT.MT,1992,745582.0
Tierras cultivables (% del área de tierra),Environment,Argentina,ARG,AG.LND.ARBL.ZS,1992,9.78737087503517
Tierras agrícolas (% del área de tierra),Environment,Argentina,ARG,AG.LND.AGRI.ZS,1992,46.682305997391005
"Población de 45 a 49 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.4549.MA.5Y,1992,5.23871085391143
"Población de 45 a 49 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.4549.FE.5Y,1992,5.1393877539873305
"Población de 40 a 44 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.4044.MA.5Y,1992,5.98129181525496
"Población de 40 a 44 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.4044.FE.5Y,1992,5.83872925012049
"Población de 35 a 39 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.3539.MA.5Y,1992,6.38389720596614
"Población de 35 a 39 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.3539.FE.5Y,1992,6.2968567925214805
"Población de 30 a 34 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.3034.MA.5Y,1992,6.7500681078612805
"Población de 30 a 34 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.3034.FE.5Y,1992,6.723699503382349
"Población de 25 a 29 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.2529.MA.5Y,1992,7.15619684722184
"Población de 25 a 29 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.2529.FE.5Y,1992,7.126584680729112
"Población de 20 a 24 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.2024.MA.5Y,1992,7.75580338415493
"Población de 20 a 24 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.2024.FE.5Y,1992,7.61841430762728
"Población entre 15 y 64 años de edad, hombres (% del total)",Health,Argentina,ARG,SP.POP.1564.MA.ZS,1992,60.664153058677215
"Población entre 0 y 14 años de edad, hombres (% del total)",Health,Argentina,ARG,SP.POP.0014.MA.ZS,1992,31.6668159749486
Tasa de mortalidad en un año (por cada 1.000 personas),Health,Argentina,ARG,SP.DYN.CDRT.IN,1992,8.062999999999999
Poverty gap at $5.50 a day (2011 PPP) (%),Poverty,Argentina,ARG,SI.POV.UMIC.GP,1992,4.9
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),Poverty,Argentina,ARG,SI.POV.UMIC,1992,14.9
Poverty gap at $3.20 a day (2011 PPP) (%),Poverty,Argentina,ARG,SI.POV.LMIC.GP,1992,2.0
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),Poverty,Argentina,ARG,SI.POV.LMIC,1992,4.9
Índice de Gini,Poverty,Argentina,ARG,SI.POV.GINI,1992,45.5
"Brecha de pobreza a $1,90 por día (2011 PPA) (%)",Poverty,Argentina,ARG,SI.POV.GAPS,1992,1.2
"Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)",Poverty,Argentina,ARG,SI.POV.DDAY,1992,2.1
Participación en el ingreso del 20% peor remunerado de la población,Poverty,Argentina,ARG,SI.DST.FRST.20,1992,4.6
Participación en el ingreso del 10% peor remunerado de la población,Poverty,Argentina,ARG,SI.DST.FRST.10,1992,1.6
Participación en el ingreso del 10% mejor remunerado de la población,Poverty,Argentina,ARG,SI.DST.10TH.10,1992,34.3
Participación en el ingreso del 20% mejor remunerado de la población,Poverty,Argentina,ARG,SI.DST.05TH.20,1992,50.9
Participación en el ingreso del cuarto quintilo (20%) de la población en orden decreciente de remuneraciones,Poverty,Argentina,ARG,SI.DST.04TH.20,1992,21.5
Participación en el ingreso del tercer quintilo (20%) de la población en orden decreciente de remuneraciones,Poverty,Argentina,ARG,SI.DST.03RD.20,1992,13.9
Participación en el ingreso del segundo quintilo (20%) de la población en orden decreciente de remuneraciones,Poverty,Argentina,ARG,SI.DST.02ND.20,1992,9.2
"Desempleo, total (% de participación total en la fuerza laboral) (estimación nacional)",Social_protection,Argentina,ARG,SL.UEM.TOTL.NE.ZS,1992,6.360000133514402
"Desempleo, varones (% de participación masculina en la fuerza laboral) (estimación nacional)",Social_protection,Argentina,ARG,SL.UEM.TOTL.MA.NE.ZS,1992,6.139999866485598
"Desempleo, mujeres (% de participación femenina en la fuerza laboral) (estimación nacional)",Social_protection,Argentina,ARG,SL.UEM.TOTL.FE.NE.ZS,1992,6.73000001907349
"Tasa de participación en la fuerza laboral, total (% de la población total mayor de 15 años) (estimación nacional)",Social_protection,Argentina,ARG,SL.TLF.CACT.NE.ZS,1992,50.2999992370605
"Tasa de participación en la fuerza laboral, varones (% de la población masculina mayor de 15 años) (estimación nacional)",Social_protection,Argentina,ARG,SL.TLF.CACT.MA.NE.ZS,1992,67.09999847412111
Proporcin de tasas de participacin laboral femenina y masculina (%) (estimación modelado OIT),Social_protection,Argentina,ARG,SL.TLF.CACT.FM.ZS,1992,61.948225523332994
Proporción de participación en la fuerza laboral de mujeres y varones (%) (estimación nacional),Social_protection,Argentina,ARG,SL.TLF.CACT.FM.NE.ZS,1992,52.4590187233988
"Tasa de población activa, mujeres (% de la población femenina mayor de 15 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.CACT.FE.ZS,1992,46.9010009765625
"Tasa de participación en la fuerza laboral, mujeres (% de la población femenina mayor de 15 años) (estimación nacional)",Social_protection,Argentina,ARG,SL.TLF.CACT.FE.NE.ZS,1992,35.2000007629395
"Tasa de participación en la fuerza laboral, total (% del total de la población entre 15-64 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.ACTI.ZS,1992,67.5380020141602
"Tasa de participación en la fuerza laboral, hombres (% de la población masculina entre 15-64 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.ACTI.MA.ZS,1992,82.05799865722659
"Tasa de participación en la fuerza laboral, mujeres (% de la población femenina entre 15-64 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.ACTI.FE.ZS,1992,53.65299987792971
Tasa de participación en la fuerza laboral de personas entre 15 y 24 años; total (%) (estimación modelado OIT),Social_protection,Argentina,ARG,SL.TLF.ACTI.1524.ZS,1992,47.404998779296896
"Tasa de participación en la fuerza laboral, hombres (% de la población masculina entre 15-24 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.ACTI.1524.MA.ZS,1992,55.2729988098145
"Tasa de participación en la fuerza laboral, mujeres (% de la población femenina entre 15-24 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.ACTI.1524.FE.ZS,1992,39.7029991149902
Población entre 15 y 64 años de edad (% del total),Education,Argentina,ARG,SP.POP.1564.TO.ZS,1993,60.59944873303471
Población entre 0 y 14 años de edad (% del total),Education,Argentina,ARG,SP.POP.0014.TO.ZS,1993,30.1533515742707
"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",Education,Argentina,ARG,SL.UEM.TOTL.MA.ZS,1993,8.40499973297119
"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",Education,Argentina,ARG,SL.UEM.TOTL.FE.ZS,1993,12.5579996109009
"Población activa, total",Education,Argentina,ARG,SL.TLF.TOTL.IN,1993,14466817.0
"Educación de nivel secundario, alumnos en programas de educación general",Education,Argentina,ARG,SE.SEC.ENRL.GC,1993,1747183.5
"Educación de nivel secundario, alumnos",Education,Argentina,ARG,SE.SEC.ENRL,1993,2292968.3333333335
"Inscripción escolar, nivel primario, varones (% bruto)",Education,Argentina,ARG,SE.PRM.ENRR.MA,1993,113.57124448876596
"Inscripción escolar, nivel primario, mujeres (% bruto)",Education,Argentina,ARG,SE.PRM.ENRR.FE,1993,111.82964471255687
"Inscripción escolar, nivel primario (% bruto)",Education,Argentina,ARG,SE.PRM.ENRR,1993,110.31304333333333
"Educación de nivel primario, alumnos (% de mujeres)",Education,Argentina,ARG,SE.PRM.ENRL.FE.ZS,1993,49.035047999999996
"Educación de nivel primario, alumnos",Education,Argentina,ARG,SE.PRM.ENRL,1993,5135072.666666667
"Tasa de finalización de la educación de nivel primario, total (% del grupo etario correspondiente)",Education,Argentina,ARG,SE.PRM.CMPT.ZS,1993,94.50159000000001
"Inscripción escolar, nivel preprimario (% bruto)",Education,Argentina,ARG,SE.PRE.ENRR,1993,48.00143
Proporción de inscripciones de mujeres con respecto a varones en la educación primaria (%),Education,Argentina,ARG,SE.ENR.PRIM.FM.ZS,1993,0.9926838095238095
"Supervivencia hasta los 65 años, varones (% de la cohorte)",Gender,Argentina,ARG,SP.DYN.TO65.MA.ZS,1993,69.1576456
"Supervivencia hasta los 65 años, mujeres (% de la cohorte)",Gender,Argentina,ARG,SP.DYN.TO65.FE.ZS,1993,82.483726
"Tasa de fertilidad, total (nacimientos por cada mujer)",Gender,Argentina,ARG,SP.DYN.TFRT.IN,1993,2.8789999999999996
"Esperanza de vida al nacer, varones (años)",Gender,Argentina,ARG,SP.DYN.LE00.MA.IN,1993,68.804
"Esperanza de vida al nacer, mujeres (años)",Gender,Argentina,ARG,SP.DYN.LE00.FE.IN,1993,75.71
"Tasa de mortalidad, adultos, varones (por cada 1.000 varones adultos)",Gender,Argentina,ARG,SP.DYN.AMRT.MA,1993,196.96599999999998
"Tasa de mortalidad, adultos, mujeres (por cada 1.000 mujeres adultas)",Gender,Argentina,ARG,SP.DYN.AMRT.FE,1993,105.338
Tasa de fertilidad en adolescentes (nacimientos por cada 1.000 mujeres entre 15 y 19 años de edad),Gender,Argentina,ARG,SP.ADO.TFRT,1993,72.8042
"Población activa, mujeres (% de la población activa total)",Gender,Argentina,ARG,SL.TLF.TOTL.FE.ZS,1993,40.811693408439496
"Trabajadores familiares que contribuyen, mujeres (% del empleo femenino)",Gender,Argentina,ARG,SL.FAM.WORK.FE.ZS,1993,2.1129999160766597
"Relación entre empleo y población, edades entre 15 y 24 años, mujeres (%) (estimación modelado OIT)",Gender,Argentina,ARG,SL.EMP.1524.SP.FE.ZS,1993,28.145999908447298
"Empleados en agricultura, mujeres (% del empleo femenino)",Gender,Argentina,ARG,SL.AGR.EMPL.FE.ZS,1993,0.29899999499321
"Educación de nivel secundario, alumnos en programas de educación general (% de mujeres)",Gender,Argentina,ARG,SE.SEC.ENRL.GC.FE.ZS,1993,60.04399233216265
"Inscripción escolar, nivel preprimario, varones (% bruto)",Gender,Argentina,ARG,SE.PRE.ENRR.MA,1993,53.24910801104176
"Inscripción escolar, nivel preprimario, mujeres (% bruto)",Gender,Argentina,ARG,SE.PRE.ENRR.FE,1993,58.89948096780986
Rentas totales de los recursos naturales (% del PIB),Environment,Argentina,ARG,NY.GDP.TOTL.RT.ZS,1993,1.17064857484483
Rentas del petróleo (% del PIB),Environment,Argentina,ARG,NY.GDP.PETR.RT.ZS,1993,0.963968160116194
Renta del gas natural (% del PIB),Environment,Argentina,ARG,NY.GDP.NGAS.RT.ZS,1993,0.11532406073834801
Rentas mineras  (% del PIB),Environment,Argentina,ARG,NY.GDP.MINR.RT.ZS,1993,0.0020412686296513
Rentas forestales (% del PIB),Environment,Argentina,ARG,NY.GDP.FRST.RT.ZS,1993,0.0893150853606411
Ahorro ajustado: agotamiento de fuentes de energía (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DNGY.CD,1993,2083518726.87068
Ahorro ajustado: agotamiento de minerales (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DMIN.CD,1993,2046365.03895745
Ahorro ajustado: consumo de capital fijo (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DKAP.CD,1993,15987359819.2016
Ahorro ajustado: agotamiento neto de recursos forestales (US$ a precios actuales),Environment,Argentina,ARG,NY.ADJ.DFOR.CD,1993,130787458.63776699
Ahorro ajustado: daño por emisión de dióxido de carbono (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DCO2.CD,1993,1219843529.95768
Ahorro ajustado: gasto en educación (% del INB),Environment,Argentina,ARG,NY.ADJ.AEDU.GN.ZS,1993,3.6
Producción pesquera total (toneladas métricas),Environment,Argentina,ARG,ER.FSH.PROD.MT,1993,985251.0
Producción de la pesca de captura (toneladas métricas),Environment,Argentina,ARG,ER.FSH.CAPT.MT,1993,984544.0
Tierras cultivables (% del área de tierra),Environment,Argentina,ARG,AG.LND.ARBL.ZS,1993,9.82573839199909
Tierras agrícolas (% del área de tierra),Environment,Argentina,ARG,AG.LND.AGRI.ZS,1993,46.717019465120295
"Población de 45 a 49 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.4549.MA.5Y,1993,5.3119373655703095
"Población de 45 a 49 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.4549.FE.5Y,1993,5.2084174464719295
"Población de 40 a 44 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.4044.MA.5Y,1993,5.97187936978714
"Población de 40 a 44 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.4044.FE.5Y,1993,5.84836740985977
"Población de 35 a 39 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.3539.MA.5Y,1993,6.33818921857629
"Población de 35 a 39 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.3539.FE.5Y,1993,6.2684723922327175
"Población de 30 a 34 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.3034.MA.5Y,1993,6.7358419274685595
"Población de 30 a 34 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.3034.FE.5Y,1993,6.7286878717418395
"Población de 25 a 29 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.2529.MA.5Y,1993,7.106228404530469
"Población de 25 a 29 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.2529.FE.5Y,1993,7.07940524976097
"Población de 20 a 24 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.2024.MA.5Y,1993,7.83110008902654
"Población de 20 a 24 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.2024.FE.5Y,1993,7.685042787588941
"Población entre 15 y 64 años de edad, hombres (% del total)",Health,Argentina,ARG,SP.POP.1564.MA.ZS,1993,60.8768464510138
"Población entre 0 y 14 años de edad, hombres (% del total)",Health,Argentina,ARG,SP.POP.0014.MA.ZS,1993,31.386142524368
Tasa de mortalidad en un año (por cada 1.000 personas),Health,Argentina,ARG,SP.DYN.CDRT.IN,1993,8.017999999999999
Poverty gap at $5.50 a day (2011 PPP) (%),Poverty,Argentina,ARG,SI.POV.UMIC.GP,1993,5.5
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),Poverty,Argentina,ARG,SI.POV.UMIC,1993,15.0
Poverty gap at $3.20 a day (2011 PPP) (%),Poverty,Argentina,ARG,SI.POV.LMIC.GP,1993,2.3
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),Poverty,Argentina,ARG,SI.POV.LMIC,1993,5.8
Índice de Gini,Poverty,Argentina,ARG,SI.POV.GINI,1993,44.9
"Brecha de pobreza a $1,90 por día (2011 PPA) (%)",Poverty,Argentina,ARG,SI.POV.GAPS,1993,1.2
"Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)",Poverty,Argentina,ARG,SI.POV.DDAY,1993,2.4
Participación en el ingreso del 20% peor remunerado de la población,Poverty,Argentina,ARG,SI.DST.FRST.20,1993,4.5
Participación en el ingreso del 10% peor remunerado de la población,Poverty,Argentina,ARG,SI.DST.FRST.10,1993,1.5
Participación en el ingreso del 10% mejor remunerado de la población,Poverty,Argentina,ARG,SI.DST.10TH.10,1993,33.2
Participación en el ingreso del 20% mejor remunerado de la población,Poverty,Argentina,ARG,SI.DST.05TH.20,1993,49.9
Participación en el ingreso del cuarto quintilo (20%) de la población en orden decreciente de remuneraciones,Poverty,Argentina,ARG,SI.DST.04TH.20,1993,22.0
Participación en el ingreso del tercer quintilo (20%) de la población en orden decreciente de remuneraciones,Poverty,Argentina,ARG,SI.DST.03RD.20,1993,14.3
Participación en el ingreso del segundo quintilo (20%) de la población en orden decreciente de remuneraciones,Poverty,Argentina,ARG,SI.DST.02ND.20,1993,9.3
"Desempleo, total (% de participación total en la fuerza laboral) (estimación nacional)",Social_protection,Argentina,ARG,SL.UEM.TOTL.NE.ZS,1993,10.1000003814697
"Desempleo, varones (% de participación masculina en la fuerza laboral) (estimación nacional)",Social_protection,Argentina,ARG,SL.UEM.TOTL.MA.NE.ZS,1993,8.5
"Desempleo, mujeres (% de participación femenina en la fuerza laboral) (estimación nacional)",Social_protection,Argentina,ARG,SL.UEM.TOTL.FE.NE.ZS,1993,12.6999998092651
