Feat,Indi,Pais,CCod,ICod,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Total de inscripciones, nivel primario (% neto)",Education,Argentina,ARG,SE.PRM.TENR,95.12735,,,,96.62253,96.32775,,,,,,,,,,,,95.45755,,,,96.1759,,,,,,100.0,99.7343,99.62729,99.35688,99.43632,99.45558,99.42561,99.13676,99.34854,99.52115,99.65259,99.52275,99.51247,99.13102,99.21521,99.26778,99.44548,99.7727,99.83682,99.4496,99.48052,,
"Educación de nivel primario, maestras (% de mujeres)",Education,Argentina,ARG,SE.PRM.TCHR.FE.ZS,91.74212,92.0107,92.19817,92.471,92.54713,92.42029,92.53222,92.54604,,,,92.05142,91.72198,,92.47392,92.30264,92.57217,91.26929,91.4604,,,,,,89.32579,,,,89.09769,88.36588,89.09751,86.36244,86.36218000000002,,87.6032,87.6248,88.2932,87.26037,87.42139,,,,,,,,,,,
"Educación de nivel primario, maestros",Education,Argentina,ARG,SE.PRM.TCHR,175929.0,181230.0,184508.0,183796.0,185566.0,195997.0,199256.0,199384.0,,206275.0,193640.0,200388.0,206535.0,,218520.0,229715.0,238818.0,252259.0,259579.0,,,,,,295488.0,,313764.0,309162.0,234143.0,221495.0,244412.0,274580.0,283403.0,,274232.0,279349.0,286782.0,302654.0,288776.0,,,,,,,,,,,
"Repetidores, escuela primaria, total (% del total de inscriptos)",Education,Argentina,ARG,SE.PRM.REPT.ZS,11.38488,10.37942,,,9.81724,8.65269,8.11346,,,,,,,,,,,,,,,,,,5.57719,,5.56527,5.27327,5.4667,5.94423,6.14958,6.3547400000000005,6.05751,6.34149,6.44612,6.38968,6.53683,6.10586,5.73703,5.13591,4.6522,4.17129,3.70622,2.85032,2.11698,1.97776,2.24059,3.30591,,
"Repetidores, escuela primaria, varones (% de varones inscriptos)",Education,Argentina,ARG,SE.PRM.REPT.MA.ZS,12.72176,11.65993,,,,9.62205,9.07729,,,,,,,,,,,,,,,,,,,,6.36244,6.178730000000002,6.3785300000000005,6.97725,7.22918,7.493339999999999,7.17627,7.48821,7.66215,7.572780000000002,7.701119999999999,7.28417,6.820010000000001,6.10616,5.5125,5.0015,4.45471,3.38954,2.50077,2.34223,2.60186,3.45051,,
"Repetidores, escuela primaria, mujeres (% de mujeres inscriptas)",Education,Argentina,ARG,SE.PRM.REPT.FE.ZS,10.01574,9.06631,,,,7.65371,7.11734,,,,,,,,,,,,,,,,,,,,4.73369,4.3388800000000005,4.51667,4.87716,5.02764,5.17353,4.89695,5.14743,5.17328,5.1487,5.31301,4.86911,4.59795,4.11543,3.74523,3.29909,2.91881,2.28328,1.71375,1.59519,1.86174,3.15431,,
"Perseverancia en la escuela hasta el último grado del nivel primario, total (% de la cohorte)",Education,Argentina,ARG,SE.PRM.PRSL.ZS,63.6205,,,67.83318,62.14329,65.70531,,,,,,,,,,,,,,,,,,,,,63.83817,,87.84476,94.99295,90.78639,89.83465,80.7821,95.08827,86.80684000000002,94.49914,94.83917,97.40509,93.77038,95.28445,93.12641,96.27779,94.56793,95.99311,95.28983,97.47601,94.00438,,,
"Perseverancia en la escuela hasta el último grado del nivel primario, varones (% de la cohorte)",Education,Argentina,ARG,SE.PRM.PRSL.MA.ZS,60.5283,,,,58.89439,63.45641,,,,,,,,,,,,,,,,,,,,,,,87.58204,97.40884,91.17385,90.62271,82.28617,97.34566,87.93008,95.88082,95.28165,98.73394,94.60348,96.73082,93.11933,97.42997,94.94988,95.80351,95.03454,97.0607,93.826,,,
"Perseverancia en la escuela hasta el último grado del nivel primario, mujeres (% de la cohorte)",Education,Argentina,ARG,SE.PRM.PRSL.FE.ZS,66.84446,,,,65.6191,68.03075,,,,,,,,,,,,,,,,,,,,,,,88.11603000000002,92.61097,90.39652,89.04531,79.28654,92.84921,85.67636999999998,93.10749,94.38802,96.06041,92.92048,93.81257,93.13486,95.10088,94.17206,96.19082,95.55637,97.90656,94.19175,,,
"Perseverancia en la escuela hasta el quinto grado, total (% de la cohorte)",Education,Argentina,ARG,SE.PRM.PRS5.ZS,75.23362,,,77.53878,72.61444,75.82643,,,,,,,,,,,,,,,,,,,,,70.11639,,90.46371,96.28778,92.95915,92.10876,84.23222,96.31289,89.68296,95.98793,96.30182,98.16814,95.34542,96.56891,94.89816,97.36656,95.97455,97.11264,96.37509,98.26012,95.49637,,,
"Perseverancia en la escuela hasta el quinto grado, varones (% de la cohorte)",Education,Argentina,ARG,SE.PRM.PRS5.MA.ZS,73.37634,,,,69.8878,74.50329,,,,,,,,,,,,,,,,,,,,,69.92834,,89.48098,98.27386,93.30398,92.84423,85.51798000000002,98.14452,90.603,96.99247,96.40608,99.07628,95.86792,97.62305,94.81023,98.2223,96.18751,96.81927,96.00538,98.60103,95.42372,,,
"Perseverancia en la escuela hasta el quinto grado, mujeres (% de la cohorte)",Education,Argentina,ARG,SE.PRM.PRS5.FE.ZS,77.17055,,,,75.53919,77.21027,,,,,,,,,,,,,,,,,,,,,70.3407,,91.47142,94.32265,92.6124,91.37212,82.95161,94.49029,88.75574,94.97391,96.19636,97.24719,94.8125,95.49407,94.99075,96.49144,95.75393,97.41936,96.762,97.90656,95.57314,,,
"Inscripción escolar, nivel primario, sector privado (% del total del nivel primario)",Education,Argentina,ARG,SE.PRM.PRIV.ZS,15.85435,16.151120000000002,16.679879999999994,16.597070000000002,16.90646,17.34262,17.31661,,,,,18.00061,17.92548,,18.69303,18.632620000000006,18.771420000000006,18.89616,18.86467,,,,,,20.51745,,20.34074,20.94272,20.6978,19.52953,19.92446,19.75111,19.55569,19.78781,20.22854,21.06955,21.19493,21.84564,22.69051,23.16617,23.6371,23.95075,24.73651,25.32307,25.77523,26.16019,26.37001,26.65361,,
"Alumnos de mayor edad, nivel primario, (% de matrícula)",Education,Argentina,ARG,SE.PRM.OENR.ZS,9.27763,,,,8.4379,8.618360000000001,,,,,,,,,,,,10.32002,,,,10.33689,,,,,,5.574319999999998,7.3387,10.11659,10.19093,10.37059,10.82,11.15322,11.52822,11.49189,11.88405,12.19147,12.25832,12.17224,11.71784,10.91888,10.1458,9.08002,8.445269999999999,8.02634,7.31761,6.4358900000000006,,
"Alumnos de mayor edad, nivel primario, varones (% de matrícula de varones)",Education,Argentina,ARG,SE.PRM.OENR.MA.ZS,9.96169,,,,8.84932,9.07837,,,,,,,,,,,,,,,,10.86705,,,,,,,7.7513,10.11659,10.19093,10.37059,10.82,11.15322,11.33059,11.49189,11.88405,12.19147,12.25832,12.17224,11.71784,10.91888,10.1458,9.07997,8.445269999999999,8.02634,7.014660000000001,6.13172,,
"Alumnos de mayor edad, nivel primario, mujeres (% de matrícula de mujeres)",Education,Argentina,ARG,SE.PRM.OENR.FE.ZS,8.577060000000001,,,,8.01347,8.14429,,,,,,,,,,,,,,,,9.78719,,,,,,,6.908810000000001,10.11659,10.19093,10.37059,10.82,11.15322,11.73414,11.49189,11.88405,12.19147,12.25832,12.17224,11.71784,10.91888,10.1458,9.08007,8.445269999999999,8.02634,7.63249,6.75196,,
Tasa neta de ingreso en primer grado (% de población oficial en edad escolar),Education,Argentina,ARG,SE.PRM.NINT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tasa neta de ingreso en primer grado, varones (% de población en edad escolar oficial)",Education,Argentina,ARG,SE.PRM.NINT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tasa neta de ingreso en primer grado, mujeres (% de población en edad escolar oficial)",Education,Argentina,ARG,SE.PRM.NINT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inscripción escolar, nivel primario, varones (% neto)",Education,Argentina,ARG,SE.PRM.NENR.MA,94.16335,,,,96.91181,96.55819,,,,,,,,,,,,,,,,96.34115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inscripción escolar, nivel primario, mujeres (% neto)",Education,Argentina,ARG,SE.PRM.NENR.FE,96.12037,,,,96.32869,96.09376,,,,,,,,,,,,,,,,96.00714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inscripción escolar, nivel primario (% neto)",Education,Argentina,ARG,SE.PRM.NENR,95.12735,,,,96.62253,96.32775,,,,,,,,,,,,95.45755,,,,96.1759,,,,,,100.0,99.31647,99.16485,98.92861,99.0026,98.95948,98.87379,98.57855,98.81425,98.85437,99.13952,99.13278,99.09709,98.7319,98.91685,99.05122,99.11341,99.44461,99.49576,99.10172,99.184,,
"Tasa bruta de ingreso en primer grado, total (% del grupo etario correspondiente)",Education,Argentina,ARG,SE.PRM.GINT.ZS,119.31342,121.19912,,,119.35601,115.79434,117.20216,,,,,,,,,,,,,,,92.42234,,,112.33367,,112.76941,111.68954,111.39339,106.87103,106.61295,108.5604,109.48463,108.07632,107.52777,106.66205,107.82853,106.12361,104.66588,106.10463,105.48901,106.1216,103.25164,101.72732,102.41138,105.5189,106.43014,106.2035,,
"Tasa bruta de ingreso en primer grado, varones (% del grupo etario correspondiente)",Education,Argentina,ARG,SE.PRM.GINT.MA.ZS,120.28156,122.98853,,,,116.68691,118.16658,,,,,,,,,,,,,,,92.38578,,,,,112.9885,111.36707,111.01077,105.29777,105.21547,106.99195,107.80657,106.48515,106.08572,105.37281000000002,106.65662,104.96647,103.74935,105.26675,104.91168,105.34315,102.65506,101.59687,102.81287,105.99185,106.77308,106.36393,,
"Tasa bruta de ingreso en primer grado, mujeres (% del grupo etario correspondiente)",Education,Argentina,ARG,SE.PRM.GINT.FE.ZS,118.31683,119.36263999999998,,,,114.87984,116.21317,,,,,,,,,,,,,,,92.4599,,,,,112.54373,112.0217,111.78756,108.49268,108.05448,110.17931000000002,111.21832,109.72206,109.02086,107.99802,109.04334,107.32327,105.61603999999998,106.97319,106.08746,106.92857,103.87017,101.86259,101.99497,105.02833,106.07442,106.03708,,
"Inscripción escolar, nivel primario, varones (% bruto)",Education,Argentina,ARG,SE.PRM.ENRR.MA,105.51845,106.53385,106.53024,106.03679,107.13872,106.87749,106.53496,107.27451,106.15659,107.31683999999998,107.39764,108.33099,108.82513,,106.6979,106.48924,107.96715,107.82204,105.63256,,107.7932,109.81437,,,,,111.07569,107.38012,112.34847,114.70055,116.20768,116.68892,117.19586,114.89827,116.31495,115.83308999999998,117.54472,118.22478,118.83083,118.17002,117.70344,116.28639,114.89138,112.47753,111.57263,111.3687,110.86754,109.85108,,
"Inscripción escolar, nivel primario, mujeres (% bruto)",Education,Argentina,ARG,SE.PRM.ENRR.FE,106.1333,106.47805,105.53622,105.13987,105.49212,105.31028,104.95694,106.0368,106.40022,106.20402,106.38249,106.87102,106.83201,,105.3488,105.85411,106.06504,106.9537,110.34347,,106.01436,108.16306000000002,,,,,109.34175,106.78477,110.7133,114.28767,115.16621,115.79878,116.38908,114.07844,115.28051,114.74708,116.85,117.87129,118.34758,117.63241,116.22167,114.91864,113.53876,111.52934,111.34255,111.2357,110.60607,109.62778,,
"Inscripción escolar, nivel primario (% bruto)",Education,Argentina,ARG,SE.PRM.ENRR,105.82131,106.50629,106.03831,105.59223,106.32186000000002,106.09989,105.75306,106.66186,106.2771,106.76658,106.89577,107.60801,107.837,,106.02872,106.17438,107.02452,107.39181,107.96635,,106.91243,108.99739,,,110.97087,,110.22022,107.0863,111.54166,114.49687,115.69413,116.25017,116.79843,114.49467,115.80605,115.29915,117.2033,118.05111,118.59346,117.90598,116.97576,115.61473,114.22717,112.01195,111.45967,111.30341,110.73918,109.74146,,
"Proporción alumnos-maestro, nivel primario",Education,Argentina,ARG,SE.PRM.ENRL.TC.ZS,19.24521,19.00165,18.77662,18.96393,19.10151,18.22059,18.07052,18.45777,,18.51625,20.23058,20.23262,20.32281,,20.27509,19.97819,20.00797,19.45186,19.25796,,,,,,17.53274,,16.73337,16.668470000000006,19.92697,21.77841,20.05203,18.02999,17.596,,17.95223,17.44373,17.1849,16.36028,17.229689999999998,,,,,,,,,,,
"Educación de nivel primario, alumnos (% de mujeres)",Education,Argentina,ARG,SE.PRM.ENRL.FE.ZS,49.40404,49.37132,49.25455,49.35322,49.22184,49.24784,49.17641,49.2088,49.52302,49.18637,49.2001,49.18086,49.11483,,49.28395,49.42434,49.11248,49.34345,50.63092,,49.09786,49.09594,,,,,48.94371,49.2139,48.9743,49.24199,49.0851,49.09796,49.08889,49.05026,48.97273,48.92995,48.99691,49.05478,49.01723,48.99872,48.79207,48.81167,48.80953,48.89107,49.04683,49.06351,49.03375,49.04022,,
"Educación de nivel primario, alumnos",Education,Argentina,ARG,SE.PRM.ENRL,3385790.0,3443669.0,3464437.0,3485495.0,3544591.0,3571180.0,3600659.0,3680185.0,3726748.0,3819440.0,3917449.0,4054374.0,4197372.0,,4430513.0,4589291.0,4778264.0,4906907.0,4998963.0,,4965396.0,5043792.0,,,5180713.0,,5250329.0,5153256.0,4665761.0,4823808.0,4900956.0,4950674.0,4986758.0,4885664.0,4923075.0,4872889.0,4928319.0,4951505.0,4975520.0,4961821.0,4947105.0,4911776.0,4871157.0,4791544.0,4780105.0,4784446.0,4775782.0,4753843.0,,
"Educación de nivel primario, duración (años)",Education,Argentina,ARG,SE.PRM.DURS,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
"Tasa de finalización de la educación de nivel primario, total (% del grupo etario correspondiente)",Education,Argentina,ARG,SE.PRM.CMPT.ZS,70.97234,71.83389,,,75.57644,78.91169000000002,78.63954,,,,,,,,,,,,,,,,,,98.5776,,92.96326,91.52876,99.15172,97.20204,97.34647,96.82166,100.51583,98.16794,96.57995,94.64183,97.10248,99.86782,103.14217,103.30387,103.56741,103.88771,103.35225,101.64501,103.10644,102.97374,103.89357,99.96276,,
"Tasa de finalización de la educación de nivel primario, varones (% del grupo etario correspondiente)",Education,Argentina,ARG,SE.PRM.CMPT.MA.ZS,67.81034,69.0261,,,,76.62238,76.26495,,,,,,,,,,,,,,,,,,,,91.62901,89.84300999999998,97.72885,96.89488,97.22431,96.55535,100.19097,97.98714,96.43425,94.47753,97.05729,99.78045,103.18504,103.49085,103.97494,104.10961,103.69793,102.09843,103.60446,103.45269,103.46781,100.22279,,
"Tasa de finalización de la educación de nivel primario, mujeres (% del grupo etario correspondiente)",Education,Argentina,ARG,SE.PRM.CMPT.FE.ZS,74.23158000000002,74.7093,,,,81.2125,81.0347,,,,,,,,,,,,,,,,,,,,94.32851,93.25161,100.60731,97.51628,97.47156,97.09464,100.84929,98.35381,96.72996,94.81124,97.14913,99.95811,103.09781,103.1103,103.14532,103.65785,102.99412,101.17521,102.59039,102.47733,104.33489,99.69321,,
Edad de inicio de la educación de nivel primario,Education,Argentina,ARG,SE.PRM.AGES,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
"Inscripción escolar, nivel preprimario, varones (% bruto)",Education,Argentina,ARG,SE.PRE.ENRR.MA,22.83699,24.43576,26.08872,28.65689,30.78168,35.00346,37.10951,38.71186,,,,41.4833,43.36032,44.36077,47.41655,49.76304,52.17361,57.00395,59.44723000000001,,,,,,,,51.03078,52.67564,54.21676,54.88128,58.22506,59.09358,59.76678,60.28069,61.89193,63.18005,63.20575,64.06151,65.93786,67.43721,68.38039,68.33667,69.96003,71.67487,72.66288,74.15026999999998,74.78226,75.55776999999998,,
"Inscripción escolar, nivel preprimario, mujeres (% bruto)",Education,Argentina,ARG,SE.PRE.ENRR.FE,24.07057,25.45336,26.96269,29.48508,32.0394,36.41927,38.73334000000001,40.10039,,,,43.34813,45.14556,46.16392000000001,48.95035,51.93057,53.92786,57.52997,61.94078,,,,,,,,53.4963,54.1629,55.47662,56.20615,59.26259,60.06647,60.73181,60.96454,62.72365,64.33495,64.16373,65.23495,67.29656,68.68739000000001,69.42294,69.43131,71.24271,72.84581,73.85748000000002,75.2564,75.90074,76.63153,,
"Inscripción escolar, nivel preprimario (% bruto)",Education,Argentina,ARG,SE.PRE.ENRR,23.44487,24.93766,26.51997,29.06558,31.40225,35.70194,37.91075,39.39728,,39.18934,40.08113,42.40367,44.24095,45.24946,48.17186,50.82999,53.03755,57.26319,60.677,,,48.56701,,,47.71864,,52.24382,53.40724,54.83638000000001,55.53286,58.7352,59.57181,60.24095,60.61656,62.30033,63.74701,63.67605,64.63763,66.605,68.05104,68.89225,68.87405,70.58965,72.24956999999998,73.2492,74.69315999999998,75.33119,76.08473000000002,,
"Relación alumno-maestro, preescolar",Education,Argentina,ARG,SE.PRE.ENRL.TC.ZS,19.18129,18.94324,18.94918,20.09487,19.75833,19.43457,19.518320000000006,19.53382,,19.77802,19.5464,20.73927,20.77486,20.34754,19.96782,19.10489,18.06957,18.38805,17.90407,,,,,,15.3651,,,15.99262,21.437520000000006,23.79198,,23.86941,23.712770000000006,21.65935,19.62456,19.29073,18.53316,17.65757,19.92434,,,,,,,,,,,
"Educación preescolar, duración (años)",Education,Argentina,ARG,SE.PRE.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,
Proporción de inscripciones de mujeres con respecto a varones en la educación terciaria (%),Education,Argentina,ARG,SE.ENR.TERT.FM.ZS,0.76085,0.83037,0.86419,0.84147,0.8271,0.90436,0.9071,0.90152,0.98772,0.97125,1.0037200000000002,1.1272799999999998,1.1216700000000002,1.14834,1.12751,1.09429,1.11412,1.126,,,,,,,,,,,,1.59993,1.51614,1.45064,1.46033,1.48568,1.4,1.43503,1.50135,1.501,1.50329,1.49186,1.4916,1.54854,1.5622200000000002,1.60015,1.6127,1.6317,1.65707,1.66431,,
Proporción de inscripciones de mujeres con respecto a varones en la educación secundaria (%),Education,Argentina,ARG,SE.ENR.SECO.FM.ZS,1.13759,1.11678,1.08759,1.09126,1.0876,1.0975,1.1034,1.12103,1.1322299999999998,1.12778,1.1377,1.14402,1.0995700000000002,1.06025,1.0870799999999998,1.09945,1.08158,1.05906,1.06442,,,,,,,,1.09694,1.08231,1.04659,1.0605,1.04985,1.05215,1.05214,1.06097,1.0769,1.08985,1.1033,1.11386,1.12305,1.11477,1.0964200000000002,1.10348,1.08933,1.07653,1.06828,1.06081,1.04554,1.04245,,
Proporción de niñas con respecto a niños en educación primaria y secundaria (%),Education,Argentina,ARG,SE.ENR.PRSC.FM.ZS,1.03383,1.02474,1.01195,1.01378,1.0078200000000002,1.01062,1.01223,1.01852,1.03183,1.02099,1.0244,1.02278,1.00916,,1.01194,1.02105,1.00701,1.00776,1.04746,,,,,,,,1.01928,1.02106,1.00899,1.0229700000000002,1.01587,1.01779,1.0181,1.02208,1.02779,1.033,1.04022,1.04638,1.05001,1.04754,1.03598,1.0402,1.03461,1.03136,1.03123,1.0283799999999998,1.02081,1.01963,,
Proporción de inscripciones de mujeres con respecto a varones en la educación primaria (%),Education,Argentina,ARG,SE.ENR.PRIM.FM.ZS,1.00583,0.99948,0.99067,0.99154,0.98463,0.98534,0.98519,0.98846,1.00229,0.98963,0.99055,0.98652,0.98169,,0.98736,0.99404,0.98238,0.99195,1.0446,,0.9835,0.98496,,,,,0.98439,0.99446,0.98545,0.9964,0.99104,0.99237,0.99312,0.99286,0.99111,0.99062,0.99409,0.99701,0.99593,0.99545,0.98741,0.98824,0.98823,0.99157,0.99794,0.99881,0.99764,0.99797,,
"Educación obligatoria, duración (años)",Education,Argentina,ARG,SE.COM.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,
Población entre 15 y 64 años de edad (% del total),Education,Brasil,BRA,SP.POP.1564.TO.ZS,54.353601466630295,54.6602758719168,54.98179274750781,55.3261092219141,55.705839877788286,56.1177445144603,56.4852820548814,56.857770173485406,57.2344128624216,57.61077827898439,57.9794437021311,58.20753310784721,58.4615870848682,58.7250765107405,58.989185878416606,59.257899222083,59.4478588029135,59.6891949599665,59.9670893115784,60.26562912941301,60.579574845840796,60.939340641929,61.2791209195836,61.63101640928989,62.0316353388849,62.488676699311114,62.912861700409096,63.381740604455395,63.87333469780211,64.3555766663132,64.81263781511039,65.1711386304347,65.5402837245385,65.9094747029532,66.2733482740752,66.6327982335813,67.0055129009731,67.3583682756159,67.6977274041696,68.0310112140449,68.3558301903697,68.6542700836965,68.9277022114691,69.1753242574889,69.3906196906341,69.5661340906186,69.6487895917995,69.7106712029254,69.7430902567055,
Población entre 0 y 14 años de edad (% del total),Education,Brasil,BRA,SP.POP.0014.TO.ZS,42.211881802186106,41.8636198012944,41.501658386974,41.1177663038965,40.6994302285716,40.2501785994011,39.83249510082521,39.41472492264021,38.9978929415344,38.5875145534495,38.1909387068251,37.9287342988095,37.64699504216321,37.3591264668085,37.0696973509582,36.7712262393505,36.529197333768,36.2345592464766,35.900533618550796,35.5406921138101,35.1586663330095,34.6940666435777,34.2481001803586,33.7923178611225,33.2952911621978,32.751250500741,32.2262342713914,31.6665193460832,31.0861314513481,30.5067306256852,29.9381653471239,29.4417955831003,28.920088124198198,28.390909778042893,27.8703085463604,27.3617217370003,26.8292870098042,26.324345649370798,25.8318874595466,25.333024719801504,24.8233604163553,24.314832706793798,23.8194718068812,23.335603342352094,22.867491114868397,22.420822309215694,22.049523102473696,21.6838368026363,21.3340719108545,
"Desempleo, total (% de la población activa total) (estimación modelado OIT)",Education,Brasil,BRA,SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,6.3720002174377415,6.42000007629395,6.03000020980835,6.229000091552732,6.4210000038147,7.2529997825622585,8.15799999237061,9.42300033569336,10.208000183105499,9.89500045776367,9.60999965667725,9.37100028991699,9.99100017547607,9.10499954223633,9.567999839782713,8.63899993896484,8.326999664306639,7.34299993515015,8.52200031280518,7.73600006103516,6.91699981689453,7.18599987030029,6.97599983215332,6.66099977493286,8.427000045776369,11.6000003814697,12.8219995498657,12.3339996337891,12.083000183105499
"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",Education,Brasil,BRA,SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,5.43400001525879,5.511000156402591,5.2340002059936515,5.30399990081787,5.3979997634887695,5.85500001907349,6.493000030517581,7.42600011825562,8.19400024414063,7.90399980545044,7.82200002670288,7.61899995803833,8.090000152587889,7.0229997634887695,7.37900018692017,6.618000030517581,6.250999927520749,5.4210000038147,6.40399980545044,5.605999946594241,5.09100008010864,5.81400012969971,5.662000179290769,5.59200000762939,7.212999820709231,10.206000328063999,11.369999885559098,10.8690004348755,10.4949998855591
